,area_type,availability,location,size,total_sqft,bath,balcony,price
10148,Super built-up  Area,1,others,3,1030.0,2.0,2.0,77.25
10149,Super built-up  Area,0,Whitefield,2,1314.0,2.0,1.0,84.0
10150,Super built-up  Area,1,others,3,1220.0,3.0,1.0,56.0
10151,Plot  Area,0,others,4,600.0,3.0,1.0,97.0
10152,Built-up  Area,1,JP Nagar,3,1590.0,2.0,3.0,85.0
10153,Super built-up  Area,1,others,2,703.0,2.0,1.0,49.5
10154,Super built-up  Area,0,Hosakerehalli,3,1795.0,3.0,2.0,64.62
10155,Built-up  Area,1,Gottigere,4,3000.0,3.0,0.0,132.0
10156,Super built-up  Area,0,Sarjapur  Road,4,4395.0,4.0,2.0,242.0
10157,Super built-up  Area,1,Electronic City,2,825.0,2.0,1.0,35.0
10158,Super built-up  Area,0,Yelahanka,4,4025.0,6.0,1.0,350.0
10159,Super built-up  Area,0,others,3,1254.0,2.0,1.0,70.0
10160,Built-up  Area,1,Ramagondanahalli,3,2040.0,3.0,2.0,114.0
10163,Super built-up  Area,1,Malleshwaram,3,2475.0,4.0,3.0,337.0
10164,Super built-up  Area,1,others,3,1669.0,3.0,2.0,298.0
10165,Super built-up  Area,1,others,3,1820.0,3.0,2.0,79.5
10166,Super built-up  Area,0,Horamavu Agara,3,1623.0,3.0,1.0,89.0
10168,Super built-up  Area,1,Electronic City,2,1200.0,2.0,2.0,40.5
10169,Super built-up  Area,1,Gottigere,3,1613.0,3.0,3.0,72.0
10170,Super built-up  Area,1,others,2,1293.0,2.0,2.0,80.0
10171,Super built-up  Area,1,others,2,1065.0,2.0,2.0,28.5
10172,Super built-up  Area,0,Kudlu Gate,2,940.0,2.0,1.0,69.57
10173,Super built-up  Area,1,Sarjapur  Road,3,1181.0,2.0,1.0,65.0
10174,Super built-up  Area,1,Malleshwaram,3,2215.0,3.0,2.0,275.0
10176,Super built-up  Area,1,others,2,1050.0,2.0,1.0,36.0
10177,Super built-up  Area,1,Subramanyapura,3,1260.0,2.0,1.0,75.0
10178,Super built-up  Area,1,others,5,2800.0,3.0,2.0,425.0
10179,Super built-up  Area,1,others,3,1500.0,3.0,2.0,56.0
10180,Plot  Area,1,KR Puram,6,1200.0,6.0,3.0,132.0
10181,Plot  Area,0,others,2,1000.0,2.0,0.0,66.0
10182,Super built-up  Area,1,Whitefield,3,1530.0,3.0,3.0,73.0
10184,Super built-up  Area,1,others,3,1864.0,3.0,3.0,115.0
10185,Built-up  Area,1,Sarjapur,3,1575.0,3.0,3.0,55.0
10187,Super built-up  Area,1,Raja Rajeshwari Nagar,2,945.0,2.0,1.0,45.0
10188,Super built-up  Area,1,Sarjapur  Road,3,1691.0,3.0,2.0,100.0
10189,Plot  Area,1,others,2,1200.0,2.0,3.0,135.0
10190,Built-up  Area,0,Electronic City Phase II,3,1220.0,3.0,1.0,35.25
10191,Built-up  Area,1,Kengeri,1,600.0,1.0,1.0,35.0
10192,Super built-up  Area,0,Whitefield,2,1160.0,2.0,2.0,39.0
10194,Super built-up  Area,1,Vittasandra,3,1650.0,3.0,1.0,85.0
10195,Built-up  Area,1,others,4,2400.0,4.0,1.0,150.0
10196,Super built-up  Area,1,others,2,795.0,1.0,1.0,32.6
10197,Plot  Area,1,others,5,800.0,5.0,1.0,95.0
10198,Plot  Area,1,TC Palaya,5,1400.0,5.0,1.0,97.0
10199,Super built-up  Area,1,others,3,2285.0,4.0,1.0,165.0
10201,Super built-up  Area,1,others,2,1263.0,2.0,1.0,51.5
10202,Super built-up  Area,1,others,5,1200.0,4.0,2.0,115.0
10203,Super built-up  Area,1,Hennur,3,1345.0,2.0,1.0,69.0
10204,Built-up  Area,1,others,5,4400.0,5.0,3.0,240.0
10205,Super built-up  Area,1,Electronic City,3,1360.0,2.0,1.0,58.0
10206,Super built-up  Area,1,Sarjapur  Road,2,1026.0,2.0,1.0,60.55
10207,Super built-up  Area,1,others,2,1050.0,2.0,2.0,38.0
10208,Super built-up  Area,1,Uttarahalli,3,1460.0,3.0,3.0,76.0
10209,Super built-up  Area,1,others,3,1525.0,2.0,2.0,91.48
10210,Built-up  Area,1,Kanakpura Road,3,1843.0,3.0,2.0,85.0
10211,Super built-up  Area,0,Ananth Nagar,2,1000.0,2.0,3.0,25.0
10212,Super built-up  Area,1,Koramangala,3,1642.0,2.0,1.0,115.0
10214,Super built-up  Area,1,others,2,975.0,2.0,1.0,60.0
10215,Super built-up  Area,1,Bisuvanahalli,3,1075.0,2.0,1.0,44.0
10216,Super built-up  Area,0,Panathur,2,1210.0,2.0,1.0,77.93
10217,Super built-up  Area,1,others,3,2000.0,3.0,2.0,100.0
10218,Super built-up  Area,1,Akshaya Nagar,2,1225.0,2.0,0.0,68.0
10219,Super built-up  Area,1,Jakkur,2,1290.0,2.0,1.0,80.04
10220,Built-up  Area,1,others,2,1220.0,2.0,0.0,56.0
10221,Plot  Area,1,others,1,1500.0,2.0,0.0,85.0
10222,Super built-up  Area,1,Kaggadasapura,2,1361.0,2.0,2.0,79.0
10223,Plot  Area,1,Frazer Town,5,2801.25,4.0,1.0,462.0
10224,Built-up  Area,1,others,2,1394.0,2.0,2.0,85.0
10225,Super built-up  Area,1,Yelahanka,2,870.0,2.0,1.0,27.0
10226,Plot  Area,1,others,4,5000.0,5.0,3.0,300.0
10227,Super built-up  Area,0,Rajaji Nagar,2,1222.0,2.0,2.0,98.0
10229,Super built-up  Area,1,Bellandur,3,1846.0,3.0,2.0,135.0
10230,Plot  Area,1,others,2,1688.12,2.0,1.0,270.0
10231,Super built-up  Area,1,Yeshwanthpur,2,1167.0,2.0,2.0,64.08
10232,Super built-up  Area,1,Ananth Nagar,2,902.0,2.0,2.0,25.0
10233,Super built-up  Area,1,others,4,2422.0,4.0,3.0,135.0
10235,Built-up  Area,1,others,2,1000.0,2.0,0.0,50.0
10236,Built-up  Area,1,Kundalahalli,2,1260.0,2.0,0.0,58.0
10237,Built-up  Area,1,others,3,3000.0,3.0,2.0,450.0
10238,Super built-up  Area,1,Jigani,2,939.0,2.0,2.0,39.0
10239,Plot  Area,1,others,9,1590.0,6.0,1.0,150.0
10240,Plot  Area,1,Jalahalli,1,600.0,1.0,0.0,37.0
10241,Built-up  Area,1,8th Phase JP Nagar,2,1298.0,2.0,1.0,59.0
10242,Super built-up  Area,1,Marathahalli,3,1710.0,3.0,2.0,135.0
10243,Super built-up  Area,1,Subramanyapura,2,1000.0,2.0,1.0,45.0
10244,Super built-up  Area,1,Ramagondanahalli,3,3350.0,3.0,3.0,150.0
10245,Plot  Area,1,others,2,1200.0,4.0,1.0,138.0
10246,Built-up  Area,1,others,2,1100.0,2.0,2.0,68.0
10247,Super built-up  Area,1,Jalahalli,1,615.0,1.0,1.0,46.0
10248,Super built-up  Area,0,Sarjapur  Road,2,1350.0,2.0,1.0,85.0
10249,Built-up  Area,1,others,4,5000.0,5.0,2.0,325.0
10250,Super built-up  Area,1,others,3,2700.0,3.0,1.0,501.0
10251,Plot  Area,1,others,6,4000.0,6.0,2.0,460.0
10252,Super built-up  Area,1,Hegde Nagar,3,1718.0,3.0,2.0,130.0
10253,Super built-up  Area,1,7th Phase JP Nagar,3,1680.0,3.0,2.0,112.0
10254,Plot  Area,1,Hulimavu,2,1500.0,2.0,0.0,90.0
10255,Super built-up  Area,0,Sarjapur  Road,3,1157.0,2.0,1.0,72.0
10256,Super built-up  Area,1,Akshaya Nagar,2,1179.0,2.0,1.0,51.0
10257,Super built-up  Area,1,Hulimavu,2,1315.0,2.0,0.0,60.48
10258,Super built-up  Area,0,others,2,1105.0,2.0,2.0,28.18
10259,Super built-up  Area,1,Banashankari,3,1800.0,3.0,2.0,175.0
10260,Super built-up  Area,1,others,2,1010.0,2.0,1.0,52.0
10261,Super built-up  Area,0,Electronic City,1,630.0,1.0,1.0,46.0
10262,Plot  Area,0,Anekal,2,1200.0,2.0,1.0,36.1
10263,Super built-up  Area,1,others,2,1025.0,2.0,1.0,60.0
10264,Super built-up  Area,1,Hennur Road,2,1195.0,2.0,2.0,59.0
10265,Super built-up  Area,0,Whitefield,2,1012.0,2.0,1.0,58.0
10266,Super built-up  Area,1,Hegde Nagar,3,1884.0,4.0,2.0,118.0
10267,Super built-up  Area,1,others,2,1090.0,2.0,1.0,37.0
10269,Super built-up  Area,1,others,4,2950.0,4.0,2.0,250.0
10270,Super built-up  Area,1,Harlur,3,1710.0,3.0,3.0,85.0
10271,Super built-up  Area,1,Uttarahalli,3,1500.0,3.0,1.0,68.0
10272,Super built-up  Area,1,Kodichikkanahalli,3,1310.0,2.0,2.0,53.0
10273,Super built-up  Area,0,others,2,674.0,1.0,1.0,19.9
10274,Built-up  Area,1,Hoodi,3,1350.0,3.0,2.0,70.0
10275,Built-up  Area,1,others,3,1464.0,2.0,2.0,115.0
10276,Built-up  Area,1,others,3,715.0,2.0,1.0,29.0
10277,Built-up  Area,0,Electronic City,3,1400.0,2.0,1.0,40.45
10278,Super built-up  Area,0,Electronic City Phase II,3,1625.0,2.0,2.0,48.75
10279,Built-up  Area,0,Electronic City,2,1065.0,2.0,1.0,30.76
10280,Plot  Area,1,Kumaraswami Layout,6,510.0,4.0,1.0,70.0
10281,Super built-up  Area,1,others,3,1385.0,3.0,3.0,90.0
10282,Super built-up  Area,1,CV Raman Nagar,2,1040.0,2.0,1.0,50.0
10283,Super built-up  Area,1,Haralur Road,3,1817.0,3.0,2.0,110.0
10284,Super built-up  Area,1,others,2,1205.0,2.0,1.0,47.0
10285,Super built-up  Area,1,others,2,1070.0,2.0,2.0,33.43
10286,Super built-up  Area,1,others,2,1070.0,2.0,1.0,52.0
10287,Super built-up  Area,1,others,2,1340.0,2.0,1.0,75.0
10288,Super built-up  Area,1,Kalena Agrahara,2,980.0,2.0,2.0,35.0
10289,Built-up  Area,1,8th Phase JP Nagar,2,1006.0,2.0,0.0,44.0
10290,Super built-up  Area,1,Thanisandra,2,1098.0,2.0,1.0,71.0
10291,Built-up  Area,1,others,2,1200.0,2.0,1.0,53.5
10293,Super built-up  Area,1,Sarjapur  Road,2,1019.0,2.0,1.0,62.0
10294,Super built-up  Area,0,Whitefield,2,1150.0,2.0,2.0,40.21
10295,Plot  Area,1,Anekal,3,1733.5,3.0,1.0,120.0
10296,Super built-up  Area,1,others,2,1415.0,2.0,2.0,120.0
10297,Built-up  Area,0,others,3,1750.0,3.0,2.0,58.0
10298,Super built-up  Area,0,others,3,1537.0,3.0,2.0,81.0
10299,Built-up  Area,1,others,2,1050.0,2.0,2.0,45.0
10300,Super built-up  Area,1,Kanakpura Road,3,1452.0,3.0,3.0,55.6
10301,Super built-up  Area,1,others,2,1246.0,2.0,1.0,95.0
10302,Built-up  Area,1,Yelahanka,3,1890.0,4.0,2.0,85.0
10303,Super built-up  Area,0,Electronic City Phase II,2,972.0,2.0,1.0,40.0
10304,Plot  Area,1,others,4,10624.0,4.0,2.0,2340.0
10305,Plot  Area,1,Brookefield,4,1500.0,5.0,3.0,160.0
10306,Super built-up  Area,0,Electronic City,1,630.0,1.0,1.0,33.7
10307,Plot  Area,0,Kothanur,8,1050.0,5.0,0.0,80.0
10308,Built-up  Area,1,others,3,1255.0,2.0,1.0,60.0
10309,Plot  Area,1,Ramamurthy Nagar,4,1900.0,4.0,2.0,185.0
10310,Plot  Area,1,others,3,2440.0,3.0,1.0,142.0
10311,Super built-up  Area,0,Kanakpura Road,3,1938.0,3.0,3.0,92.69
10312,Super built-up  Area,1,Bannerghatta Road,3,1711.0,3.0,2.0,125.0
10314,Super built-up  Area,0,CV Raman Nagar,2,1392.0,2.0,1.0,95.0
10315,Super built-up  Area,0,Haralur Road,2,1225.0,2.0,1.0,77.0
10317,Super built-up  Area,1,Green Glen Layout,3,1750.0,3.0,2.0,120.0
10318,Super built-up  Area,1,Subramanyapura,3,1260.0,2.0,1.0,80.0
10319,Super built-up  Area,0,Sarjapur  Road,1,691.0,1.0,1.0,31.1
10320,Plot  Area,1,BTM 2nd Stage,4,2400.0,3.0,2.0,400.0
10321,Super built-up  Area,1,Haralur Road,2,1285.0,2.0,1.0,78.0
10322,Built-up  Area,1,Hebbal,3,1590.0,3.0,2.0,96.0
10323,Super built-up  Area,1,9th Phase JP Nagar,3,1571.0,3.0,2.0,65.0
10324,Built-up  Area,1,Hebbal Kempapura,5,2800.0,5.0,1.0,220.0
10325,Super built-up  Area,1,others,2,1060.0,2.0,1.0,48.66
10326,Super built-up  Area,1,Hennur,2,1255.0,2.0,1.0,58.0
10327,Plot  Area,1,others,4,702.0,4.0,0.0,65.0
10328,Plot  Area,1,others,3,2400.0,2.0,2.0,185.0
10329,Super built-up  Area,1,Bannerghatta Road,3,1520.0,2.0,3.0,81.0
10331,Super built-up  Area,1,others,2,1170.0,2.0,1.0,45.51
10332,Super built-up  Area,1,others,3,1580.0,3.0,2.0,75.0
10333,Super built-up  Area,1,others,3,1777.26,3.0,2.0,89.0
10334,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1303.0,2.0,2.0,55.78
10335,Built-up  Area,1,Kodichikkanahalli,2,1680.0,2.0,3.0,59.0
10337,Super built-up  Area,0,Yelahanka,3,1835.0,3.0,1.0,108.0
10338,Plot  Area,1,others,3,610.0,3.0,1.0,60.0
10339,Built-up  Area,1,others,2,1080.0,2.0,2.0,38.0
10340,Built-up  Area,0,Electronic City,2,1025.0,2.0,1.0,29.61
10341,Super built-up  Area,0,Haralur Road,2,1225.0,2.0,1.0,67.48
10342,Super built-up  Area,0,Balagere,1,656.0,1.0,1.0,34.77
10343,Super built-up  Area,1,Sarjapur  Road,2,994.0,2.0,2.0,45.0
10344,Super built-up  Area,1,others,2,1025.0,2.0,1.0,65.0
10345,Built-up  Area,1,Marathahalli,2,1156.0,2.0,2.0,52.0
10346,Super built-up  Area,1,JP Nagar,2,1250.0,2.0,2.0,60.0
10347,Built-up  Area,1,Kundalahalli,4,3092.0,4.0,3.0,230.0
10348,Super built-up  Area,1,Hegde Nagar,3,1930.0,4.0,2.0,122.0
10349,Built-up  Area,1,others,2,1020.0,2.0,1.0,70.0
10350,Built-up  Area,1,Kumaraswami Layout,3,1310.0,2.0,1.0,70.0
10351,Super built-up  Area,0,Jalahalli,1,612.5,1.0,0.0,27.565
10352,Built-up  Area,1,Kanakpura Road,2,1322.0,2.0,3.0,70.0
10353,Super built-up  Area,1,Kothanur,2,1160.0,2.0,2.0,57.0
10354,Super built-up  Area,1,others,2,1100.0,2.0,2.0,48.0
10355,Built-up  Area,1,Lakshminarayana Pura,3,1720.0,3.0,3.0,150.0
10356,Super built-up  Area,0,Hosur Road,3,1689.0,3.0,2.0,103.0
10357,Super built-up  Area,1,Chikkalasandra,2,1090.0,2.0,1.0,47.42
10358,Super built-up  Area,1,KR Puram,2,2000.0,2.0,0.0,75.0
10359,Super built-up  Area,1,others,2,1155.0,2.0,2.0,69.0
10360,Built-up  Area,1,others,6,4000.0,6.0,0.0,230.0
10361,Built-up  Area,0,Sarjapur  Road,4,3913.0,5.0,0.0,176.0
10362,Super built-up  Area,1,Hebbal,3,3520.0,5.0,2.0,320.0
10363,Super built-up  Area,0,JP Nagar,2,1125.0,2.0,2.0,39.98
10364,Built-up  Area,0,Yelahanka,3,1847.0,3.0,3.0,92.0
10365,Super built-up  Area,1,7th Phase JP Nagar,3,1515.0,2.0,1.0,76.0
10366,Plot  Area,1,Raja Rajeshwari Nagar,8,3450.0,7.0,2.0,225.0
10367,Plot  Area,1,Yelahanka,5,2500.0,3.0,1.0,120.0
10368,Built-up  Area,1,Sarjapur  Road,2,1130.0,2.0,2.0,55.0
10369,Super built-up  Area,1,Bellandur,2,1049.0,2.0,1.0,51.0
10370,Super built-up  Area,1,others,3,2650.0,4.0,0.0,175.0
10371,Super built-up  Area,0,others,2,850.0,2.0,1.0,25.4
10373,Plot  Area,1,others,5,2600.0,5.0,3.0,370.0
10374,Super built-up  Area,0,Jakkur,2,1282.0,2.0,1.0,72.0
10375,Super built-up  Area,1,Kalena Agrahara,2,800.0,2.0,1.0,40.0
10376,Plot  Area,1,others,4,1200.0,4.0,2.0,240.0
10377,Super built-up  Area,0,Chandapura,3,1190.0,2.0,2.0,30.35
10378,Super built-up  Area,0,others,3,1318.0,2.0,1.0,68.0
10379,Super built-up  Area,0,Kanakpura Road,2,1698.0,2.0,1.0,105.0
10380,Super built-up  Area,1,others,3,2030.0,2.0,1.0,182.0
10381,Super built-up  Area,1,Kammasandra,3,1276.0,2.0,1.0,31.9
10382,Super built-up  Area,1,others,3,1555.0,2.0,1.0,67.0
10383,Super built-up  Area,0,Sarjapur  Road,3,1881.0,3.0,2.0,145.0
10384,Super built-up  Area,1,others,3,2900.0,3.0,2.0,325.0
10385,Super built-up  Area,0,Yelahanka,3,1890.0,3.0,2.0,109.0
10387,Super built-up  Area,0,Old Madras Road,2,935.0,2.0,1.0,32.0
10388,Super built-up  Area,1,others,2,1000.0,2.0,3.0,58.0
10389,Super built-up  Area,1,others,3,1510.0,3.0,2.0,75.0
10390,Built-up  Area,1,Uttarahalli,2,1120.0,2.0,1.0,50.0
10391,Super built-up  Area,1,Ananth Nagar,2,930.0,2.0,1.0,25.99
10394,Super built-up  Area,1,Talaghattapura,2,1175.0,2.0,2.0,62.0
10395,Built-up  Area,1,Bellandur,3,1350.0,2.0,1.0,63.0
10396,Super built-up  Area,1,Malleshwaram,3,2215.0,3.0,2.0,330.0
10397,Super built-up  Area,1,Attibele,2,996.0,2.0,1.0,24.9
10398,Super built-up  Area,0,others,2,1076.0,2.0,1.0,30.13
10399,Super built-up  Area,1,others,4,2180.0,4.0,3.0,115.0
10400,Super built-up  Area,1,Kasavanhalli,3,1715.0,3.0,3.0,112.0
10401,Super built-up  Area,1,Hebbal,2,1072.0,2.0,2.0,45.0
10402,Super built-up  Area,1,Panathur,2,1230.0,2.0,1.0,80.0
10403,Super built-up  Area,1,others,3,1600.0,2.0,1.0,65.0
10404,Super built-up  Area,0,Thanisandra,3,1411.0,3.0,1.0,93.25
10405,Built-up  Area,1,others,5,3600.0,5.0,3.0,145.0
10406,Super built-up  Area,1,Jalahalli,3,2404.0,3.0,2.0,138.0
10408,Plot  Area,0,Nagarbhavi,3,1200.0,3.0,2.0,226.0
10409,Built-up  Area,1,Doddathoguru,3,1208.0,3.0,1.0,45.0
10410,Plot  Area,1,Yeshwanthpur,5,1700.0,5.0,2.0,300.0
10411,Super built-up  Area,0,Haralur Road,2,1225.0,2.0,1.0,69.84
10412,Super built-up  Area,0,Hebbal,2,1162.0,2.0,1.0,69.0
10413,Super built-up  Area,1,Thanisandra,3,1262.0,2.0,1.0,65.0
10414,Super built-up  Area,0,others,2,1050.0,2.0,2.0,35.0
10415,Built-up  Area,0,Electronic City Phase II,2,1160.0,2.0,1.0,33.51
10416,Plot  Area,0,Channasandra,3,1500.0,3.0,1.0,61.95
10417,Super built-up  Area,1,others,3,1610.0,3.0,3.0,85.0
10418,Super built-up  Area,1,Whitefield,2,1340.0,2.0,2.0,41.0
10419,Super built-up  Area,1,Sarjapur  Road,3,2275.0,4.0,2.0,182.0
10421,Built-up  Area,1,others,2,1500.0,2.0,0.0,145.0
10422,Plot  Area,1,others,4,3150.0,3.0,1.0,135.0
10423,Super built-up  Area,0,Hosa Road,2,1170.0,2.0,2.0,65.0
10424,Super built-up  Area,1,Sarjapur  Road,2,980.0,2.0,1.0,25.0
10425,Built-up  Area,1,Channasandra,3,1800.0,3.0,2.0,60.0
10426,Super built-up  Area,0,others,3,1423.0,2.0,1.0,71.73
10427,Super built-up  Area,1,Kaggadasapura,2,1106.0,2.0,3.0,40.0
10428,Built-up  Area,1,others,2,1105.0,2.0,2.0,27.6
10429,Plot  Area,1,others,4,7500.0,6.0,2.0,1800.0
10430,Super built-up  Area,1,others,2,1255.0,2.0,1.0,56.7
10432,Super built-up  Area,0,others,2,1061.0,2.0,1.0,38.95
10433,Plot  Area,0,others,2,600.0,2.0,2.0,29.5
10434,Super built-up  Area,0,Electronic City Phase II,3,1400.0,2.0,2.0,40.45
10435,Super built-up  Area,1,others,3,2100.0,3.0,2.0,145.0
10436,Super built-up  Area,1,Electronic City,2,660.0,1.0,1.0,16.5
10437,Built-up  Area,1,Kengeri,2,633.0,1.0,1.0,18.0
10438,Super built-up  Area,1,Indira Nagar,2,1260.0,2.0,3.0,120.0
10439,Super built-up  Area,1,others,2,907.0,2.0,0.0,55.43
10440,Super built-up  Area,0,Hennur Road,3,2047.0,3.0,2.0,67.55
10441,Built-up  Area,1,others,4,2597.0,4.0,3.0,189.0
10442,Built-up  Area,1,Bellandur,2,1211.0,2.0,1.0,63.0
10443,Super built-up  Area,1,Hennur Road,3,1904.0,3.0,2.0,129.0
10444,Super built-up  Area,0,Balagere,2,1205.0,2.0,1.0,73.87
10445,Super built-up  Area,1,Yeshwanthpur,2,1164.0,2.0,2.0,64.08
10446,Super built-up  Area,1,others,2,1410.0,2.0,2.0,73.0
10447,Built-up  Area,1,others,2,1150.0,2.0,1.0,42.0
10448,Super built-up  Area,0,others,2,1170.0,2.0,2.0,53.11
10449,Built-up  Area,1,Hennur,2,1420.0,2.0,1.0,62.0
10450,Super built-up  Area,1,Panathur,2,1125.0,2.0,2.0,45.0
10451,Built-up  Area,1,others,3,1789.0,3.0,3.0,75.0
10452,Super built-up  Area,1,Hulimavu,2,1021.0,2.0,1.0,76.0
10453,Super built-up  Area,0,Ananth Nagar,2,1074.0,2.0,2.0,26.85
10454,Super built-up  Area,1,Kalena Agrahara,2,1222.0,2.0,3.0,48.0
10455,Super built-up  Area,1,Hennur Road,3,1981.0,3.0,1.0,134.0
10456,Built-up  Area,1,others,2,1103.0,2.0,2.0,55.0
10457,Super built-up  Area,1,others,2,1201.0,2.0,1.0,65.0
10458,Super built-up  Area,1,Sarjapur  Road,2,970.0,2.0,1.0,36.0
10459,Super built-up  Area,1,Sarjapur,2,920.0,2.0,2.0,33.0
10460,Super built-up  Area,1,Yeshwanthpur,3,1520.0,3.0,3.0,85.0
10461,Plot  Area,1,others,3,675.0,3.0,2.0,75.0
10462,Super built-up  Area,0,others,3,1268.0,2.0,1.0,75.0
10463,Super built-up  Area,1,others,1,660.0,1.0,0.0,30.0
10464,Super built-up  Area,1,Harlur,3,1755.0,3.0,2.0,115.0
10465,Super built-up  Area,1,others,2,945.0,2.0,1.0,35.0
10466,Carpet  Area,0,8th Phase JP Nagar,1,500.0,1.0,1.0,33.0
10467,Super built-up  Area,1,Harlur,4,2820.0,4.0,0.0,153.5
10468,Built-up  Area,1,others,4,1632.0,3.0,0.0,140.0
10469,Super built-up  Area,1,Rachenahalli,2,1167.0,2.0,2.0,37.5
10470,Super built-up  Area,1,others,2,1276.0,2.0,2.0,80.0
10471,Built-up  Area,1,Thanisandra,2,1234.0,2.0,2.0,51.0
10472,Super built-up  Area,1,Lakshminarayana Pura,2,1180.0,2.0,1.0,75.0
10473,Super built-up  Area,1,others,3,1370.0,2.0,2.0,87.0
10475,Plot  Area,1,others,9,1200.0,9.0,3.0,230.0
10476,Built-up  Area,1,Electronic City,3,1400.0,3.0,1.0,90.0
10477,Plot  Area,1,Whitefield,5,1500.0,6.0,3.0,155.0
10478,Plot  Area,1,others,2,1050.0,2.0,0.0,40.0
10479,Super built-up  Area,0,Ramagondanahalli,2,1251.0,2.0,1.0,46.0
10481,Super built-up  Area,0,Sarjapur  Road,2,1346.0,2.0,1.0,67.38
10482,Built-up  Area,0,Electronic City Phase II,2,1090.0,2.0,1.0,31.48
10484,Super built-up  Area,1,Kanakapura,3,1290.0,2.0,3.0,51.1
10486,Super built-up  Area,1,Sarjapur  Road,3,1881.0,3.0,2.0,145.0
10487,Super built-up  Area,1,others,2,1150.0,2.0,2.0,52.0
10489,Built-up  Area,1,Sarjapur,3,2690.0,3.0,2.0,295.0
10490,Super built-up  Area,1,Kanakpura Road,3,1200.0,2.0,2.0,42.0
10492,Super built-up  Area,1,others,3,2735.0,4.0,2.0,340.0
10493,Built-up  Area,1,others,2,950.0,2.0,0.0,65.0
10494,Built-up  Area,1,Bommasandra Industrial Area,3,1491.0,3.0,3.0,40.5
10495,Super built-up  Area,0,Ramamurthy Nagar,2,1050.0,2.0,1.0,51.66
10496,Super built-up  Area,0,Hoodi,3,1660.0,3.0,2.0,131.0
10497,Super built-up  Area,1,others,2,1134.0,2.0,2.0,55.0
10498,Built-up  Area,1,Hebbal,2,1100.0,2.0,1.0,60.0
10500,Plot  Area,0,Anekal,2,1200.0,2.0,1.0,36.1
10501,Plot  Area,1,Nagarbhavi,4,1200.0,4.0,3.0,240.0
10502,Plot  Area,1,others,3,980.0,3.0,1.0,80.0
10503,Super built-up  Area,1,others,2,1080.0,2.0,1.0,37.8
10504,Super built-up  Area,1,CV Raman Nagar,1,705.0,2.0,1.0,50.0
10505,Super built-up  Area,1,others,3,1200.0,2.0,2.0,35.0
10506,Super built-up  Area,1,Anandapura,2,1200.0,2.0,1.0,50.0
10507,Super built-up  Area,0,Talaghattapura,3,1804.0,3.0,2.0,127.0
10508,Built-up  Area,1,others,2,750.0,2.0,0.0,20.0
10509,Super built-up  Area,1,others,2,420.0,1.0,1.0,25.0
10510,Built-up  Area,1,Malleshwaram,4,2800.0,4.0,2.0,252.0
10511,Super built-up  Area,0,others,2,1090.0,2.0,2.0,38.37
10512,Plot  Area,1,R.T. Nagar,2,1500.0,2.0,0.0,230.0
10513,Built-up  Area,1,Electronic City,3,1287.0,3.0,1.0,55.0
10514,Super built-up  Area,1,Thigalarapalya,3,2215.0,4.0,2.0,157.0
10516,Built-up  Area,1,Sarjapur  Road,2,1045.0,2.0,2.0,42.15
10517,Super built-up  Area,0,Hormavu,2,1263.0,2.0,1.0,47.36
10518,Super built-up  Area,1,Whitefield,3,1431.0,3.0,2.0,85.0
10519,Super built-up  Area,1,others,2,999.0,2.0,2.0,32.9
10521,Super built-up  Area,1,others,3,1535.0,3.0,1.0,72.0
10522,Super built-up  Area,0,Marathahalli,4,2524.0,5.0,2.0,180.0
10523,Super built-up  Area,0,Kanakpura Road,3,1300.0,3.0,2.0,69.0
10524,Plot  Area,1,others,3,600.0,3.0,2.0,125.0
10525,Super built-up  Area,1,7th Phase JP Nagar,3,2095.0,3.0,2.0,150.0
10526,Super built-up  Area,1,Yelahanka New Town,1,284.0,1.0,1.0,8.0
10528,Super built-up  Area,1,others,2,1265.0,2.0,2.0,68.0
10529,Super built-up  Area,1,Kudlu Gate,2,1215.0,2.0,1.0,44.96
10530,Plot  Area,1,Yelahanka New Town,2,2200.0,2.0,0.0,180.0
10531,Built-up  Area,1,Electronics City Phase 1,2,1028.0,2.0,1.0,51.0
10533,Super built-up  Area,1,others,3,1800.0,3.0,3.0,65.0
10534,Super built-up  Area,0,others,3,2077.0,3.0,3.0,175.0
10535,Plot  Area,1,Sarjapur  Road,4,2880.0,3.0,2.0,211.0
10536,Built-up  Area,1,others,6,499.0,5.0,0.0,89.0
10537,Super built-up  Area,1,others,2,708.0,2.0,1.0,31.15
10538,Super built-up  Area,1,Basavangudi,2,1200.0,2.0,3.0,120.0
10539,Built-up  Area,1,Hosakerehalli,2,925.0,2.0,1.0,46.25
10540,Built-up  Area,0,Bannerghatta Road,3,2826.0,3.0,1.0,148.0
10541,Carpet  Area,0,Kanakpura Road,1,458.0,1.0,0.0,33.66
10542,Built-up  Area,1,others,4,3500.0,4.0,0.0,150.0
10544,Plot  Area,1,others,4,1000.0,5.0,2.0,200.0
10545,Built-up  Area,1,others,3,1450.0,2.0,1.0,90.0
10546,Super built-up  Area,1,Kasavanhalli,2,1100.0,2.0,1.0,65.0
10547,Super built-up  Area,1,others,2,1185.0,2.0,3.0,55.0
10548,Built-up  Area,1,9th Phase JP Nagar,4,1900.0,4.0,2.0,80.0
10549,Plot  Area,1,TC Palaya,2,1200.0,2.0,1.0,70.0
