,availability,size,total_sqft,bath,balcony,price,area_type_n,location_n
11123,1,3,2045.0,3.0,2.0,108.0,0,112
11124,1,2,1268.0,2.0,1.0,56.0,3,112
11126,1,3,1600.0,3.0,3.0,100.0,3,109
11127,1,2,1056.0,2.0,2.0,70.0,3,100
11130,1,2,1204.0,2.0,2.0,58.0,3,59
11131,1,3,1410.0,2.0,1.0,54.0,3,112
11132,1,2,1460.0,2.0,1.0,80.3,0,46
11133,1,2,1100.0,2.0,1.0,41.18,3,30
11134,1,2,1310.0,2.0,1.0,88.0,3,112
11135,1,3,1600.0,3.0,2.0,90.0,3,112
11136,1,2,1250.0,2.0,2.0,55.0,3,112
11137,1,3,1665.0,3.0,2.0,74.93,3,95
11139,1,5,2000.0,5.0,2.0,240.0,0,112
11140,1,2,1416.0,2.0,2.0,67.0,3,112
11143,1,3,1231.0,3.0,2.0,58.0,0,58
11144,1,3,1664.0,3.0,0.0,73.95,3,109
11145,1,3,2000.0,3.0,1.0,76.0,0,98
11146,1,2,972.0,2.0,2.0,43.0,0,112
11147,1,4,4500.0,4.0,3.0,345.0,0,112
11148,1,2,1185.0,2.0,1.0,47.39,3,17
11149,1,3,1750.0,3.0,2.0,81.0,0,37
11151,0,2,1007.0,2.0,1.0,68.0,3,12
11152,1,3,1700.0,3.0,2.0,200.0,3,90
11153,1,2,1250.0,2.0,2.0,85.0,3,108
11154,1,2,1200.0,2.0,1.0,54.0,3,112
11155,0,2,994.0,2.0,1.0,42.28,3,48
11156,0,2,1150.0,2.0,2.0,40.0,3,92
11157,1,2,1220.0,2.0,2.0,46.0,3,100
11158,1,2,1441.0,2.0,1.0,115.0,3,112
11159,0,2,1157.0,2.0,2.0,47.32,3,84
11160,1,6,1300.0,6.0,3.0,150.0,3,112
11161,1,2,1400.0,2.0,2.0,105.0,3,101
11162,1,3,1370.07,3.0,1.0,65.0,0,112
11163,1,5,1200.0,4.0,1.0,130.0,2,112
11164,0,2,900.0,2.0,1.0,40.0,3,112
11165,1,1,418.0,1.0,1.0,17.0,3,112
11166,1,3,1200.0,3.0,1.0,80.0,2,112
11167,1,2,1200.0,2.0,3.0,43.0,0,112
11168,1,2,1062.0,2.0,1.0,42.48,3,99
11169,1,2,1120.0,2.0,1.0,51.0,3,65
11170,1,2,1012.0,2.0,1.0,44.0,3,14
11171,1,3,1500.0,2.0,1.0,200.0,2,112
11173,1,2,675.0,2.0,2.0,13.5,3,112
11174,1,2,1430.0,2.0,2.0,78.0,3,65
11175,1,3,1195.0,2.0,1.0,56.0,3,27
11178,0,3,1570.0,3.0,0.0,75.99,3,46
11180,0,2,1011.0,2.0,1.0,59.0,0,112
11181,1,3,1450.0,2.0,1.0,102.0,3,1
11182,1,2,1129.0,2.0,1.0,69.0,3,95
11183,1,2,1126.0,2.0,1.0,36.0,3,112
11185,1,3,1180.0,2.0,2.0,45.0,3,95
11186,1,3,600.0,4.0,2.0,125.0,2,112
11187,0,4,940.0,4.0,2.0,45.0,2,112
11188,1,3,1933.0,3.0,2.0,140.0,3,46
11189,1,2,1082.0,2.0,2.0,64.0,0,98
11190,1,8,2400.0,8.0,1.0,250.0,2,112
11191,0,1,610.0,1.0,0.0,28.0,3,112
11192,1,4,1560.0,4.0,1.0,160.0,2,89
11193,1,3,1300.0,3.0,3.0,77.99,3,112
11194,1,4,3850.0,6.0,0.0,205.0,0,74
11195,1,2,1125.0,2.0,1.0,46.0,0,25
11196,1,6,2400.0,7.0,2.0,107.0,2,112
11197,1,2,777.4,2.0,0.0,25.0,3,68
11198,1,4,2500.0,3.0,1.0,65.0,3,112
11200,1,3,1864.0,3.0,2.0,120.0,0,112
11201,1,2,1115.0,2.0,1.0,51.91,3,108
11202,1,1,400.0,1.0,1.0,25.0,3,67
11203,1,2,1200.0,2.0,1.0,70.0,3,90
11204,0,2,992.0,2.0,2.0,24.8,3,8
11205,1,2,950.0,2.0,3.0,57.0,0,112
11206,1,4,1500.0,4.0,3.0,185.0,2,87
11207,1,2,1200.0,2.0,1.0,62.0,3,17
11208,1,3,1735.0,3.0,2.0,70.0,0,112
11209,1,3,1750.0,3.0,3.0,172.0,0,11
11211,1,3,1470.0,2.0,3.0,102.0,3,57
11212,1,3,1527.0,3.0,2.0,115.0,3,14
11213,1,2,985.0,2.0,1.0,45.0,0,112
11214,1,4,3300.0,4.0,2.0,135.0,0,26
11215,0,2,1277.0,2.0,1.0,77.0,3,108
11216,0,2,1100.0,2.0,1.0,62.0,3,112
11217,1,3,1820.0,3.0,2.0,140.0,3,108
11218,1,4,1530.0,3.0,3.0,87.0,3,112
11219,1,3,1886.0,3.0,2.0,205.0,3,13
11220,1,3,1200.0,2.0,0.0,190.0,2,112
11221,1,3,1880.0,4.0,2.0,110.0,3,56
11222,1,2,1255.0,2.0,2.0,52.35,3,45
11224,1,2,1140.0,2.0,2.0,46.0,3,96
11225,0,2,1025.0,2.0,1.0,29.6,0,33
11226,1,4,3453.0,4.0,2.0,247.0,0,108
11228,1,4,1200.0,4.0,2.0,165.0,2,112
11229,1,3,1850.0,3.0,2.0,140.0,3,95
11230,1,2,1250.0,2.0,1.0,78.0,3,112
11231,1,4,2400.0,3.0,1.0,108.0,3,112
11232,1,4,3522.0,5.0,3.0,716.0,3,112
11233,0,2,1244.0,2.0,2.0,88.0,3,57
11234,1,4,623.0,4.0,1.0,75.0,2,75
11235,0,2,1025.0,2.0,1.0,28.57,3,68
11236,1,2,1034.0,2.0,1.0,38.0,3,95
11237,0,3,1191.0,2.0,2.0,33.34,3,68
11238,1,3,1719.0,3.0,2.0,71.0,3,66
11240,1,4,1500.0,3.0,2.0,230.0,2,112
11241,0,3,1470.0,2.0,2.0,84.22,3,50
11242,1,2,1140.0,2.0,1.0,50.66,3,109
11243,1,3,1752.12,3.0,2.0,125.0,3,41
11245,1,4,600.0,3.0,1.0,84.0,2,112
11246,1,3,2990.0,3.0,2.0,170.0,3,84
11247,1,3,1660.0,3.0,2.0,85.0,3,14
11248,1,3,1275.0,3.0,3.0,63.43,3,32
11249,0,3,1365.0,3.0,1.0,52.81,3,22
11250,1,3,1200.0,2.0,0.0,90.0,2,112
11252,0,3,1392.0,3.0,1.0,69.46,3,112
11253,0,2,1245.0,2.0,1.0,59.76,3,108
11254,1,5,1200.0,3.0,1.0,65.0,0,112
11255,1,2,1162.0,2.0,2.0,64.08,3,111
11256,1,3,1476.0,2.0,1.0,73.0,3,112
11257,1,1,700.0,1.0,1.0,21.5,0,59
11258,1,6,3600.0,6.0,1.0,170.0,0,112
11259,1,2,943.0,2.0,2.0,48.0,0,58
11260,1,2,1150.0,2.0,1.0,170.0,2,112
11261,1,2,1113.0,2.0,1.0,44.5,3,95
11262,0,3,1615.0,3.0,2.0,69.43,3,104
11263,1,2,1279.0,2.0,3.0,100.0,3,112
11265,1,3,1805.0,3.0,2.0,280.0,0,112
11266,1,3,1350.0,3.0,1.0,65.0,0,112
11267,0,3,1525.0,3.0,2.0,68.63,3,112
11268,0,2,1357.0,2.0,1.0,123.0,3,90
11270,1,3,1777.26,3.0,2.0,92.0,3,112
11271,1,2,845.0,2.0,2.0,32.0,3,19
11272,1,2,900.0,2.0,0.0,25.0,0,112
11273,0,2,1210.0,2.0,1.0,64.15,3,104
11274,0,2,829.0,2.0,1.0,22.8,3,33
11275,1,3,1879.0,3.0,2.0,155.0,3,95
11276,0,3,1250.0,2.0,2.0,50.0,3,52
11277,1,4,1200.0,2.0,2.0,35.0,0,112
11278,0,3,1108.0,2.0,1.0,60.0,3,80
11279,0,3,1401.0,3.0,2.0,69.0,3,65
11280,0,3,1157.0,2.0,1.0,75.0,3,95
11281,1,2,1185.0,2.0,1.0,42.66,0,112
11282,1,3,1751.0,3.0,2.0,115.0,3,37
11283,1,5,1550.0,3.0,1.0,250.0,2,112
11284,1,3,1880.0,3.0,2.0,96.5,3,14
11285,0,3,1322.5,3.0,0.0,40.985,3,108
11286,1,2,1175.0,2.0,2.0,38.0,3,27
11287,1,2,1407.0,2.0,1.0,98.49,0,57
11288,1,2,1000.0,2.0,2.0,50.0,3,112
11289,1,3,1518.0,3.0,3.0,75.0,3,32
11290,1,4,3600.0,4.0,2.0,300.0,2,112
11291,0,2,1027.0,2.0,1.0,67.0,3,102
11292,1,4,3730.0,6.0,2.0,430.0,3,112
11293,1,2,1145.0,2.0,2.0,46.0,0,39
11294,0,2,1260.0,2.0,2.0,113.0,3,90
11295,1,3,1500.0,2.0,3.0,47.25,3,16
11296,1,3,1737.0,2.0,1.0,57.32,3,104
11298,1,3,1600.0,4.0,1.0,120.0,2,112
11299,1,3,1500.0,3.0,2.0,135.0,0,44
11300,1,2,1120.0,2.0,0.0,60.0,2,112
11301,1,3,1200.0,4.0,1.0,240.0,2,112
11302,0,2,1030.0,2.0,1.0,46.5,3,46
11303,1,6,2500.0,6.0,1.0,88.0,0,38
11304,1,2,1057.0,2.0,1.0,35.0,3,63
11306,1,2,1460.0,2.0,2.0,38.5,3,100
11307,1,2,1075.0,2.0,1.0,53.7,3,49
11308,1,3,1080.0,2.0,1.0,60.0,3,81
11309,0,4,3626.0,5.0,3.0,788.0,3,112
11311,1,2,1139.7,2.0,1.0,45.0,3,112
11312,0,2,1074.0,2.0,1.0,42.8,3,108
11313,0,2,1200.0,2.0,1.0,46.13,2,108
11314,1,4,2425.0,5.0,1.0,175.0,3,95
11315,1,2,1323.0,2.0,2.0,74.0,3,95
11317,1,2,900.0,2.0,1.0,40.0,3,62
11318,1,1,740.0,1.0,1.0,23.65,3,112
11321,1,3,1550.0,3.0,2.0,96.0,3,14
11322,1,3,1588.0,2.0,3.0,90.0,3,112
11323,1,3,2300.0,4.0,1.0,240.0,0,90
11324,1,9,3600.0,8.0,2.0,165.0,0,87
11325,1,2,1308.0,2.0,1.0,86.0,0,112
11326,1,3,1340.0,2.0,2.0,54.27,3,45
11328,1,4,2170.0,3.0,2.0,265.0,0,112
11329,1,3,1719.0,3.0,2.0,135.0,3,100
11331,0,2,1200.0,2.0,1.0,45.84,2,108
11333,1,5,1500.0,5.0,2.0,210.0,2,112
11334,0,3,1660.0,3.0,2.0,104.0,3,56
11335,1,2,1247.0,2.0,1.0,58.56,3,112
11336,0,3,1595.0,3.0,2.0,96.0,3,100
11337,1,2,1175.0,2.0,2.0,50.0,3,61
11339,1,2,1184.0,2.0,1.0,78.0,3,83
11340,1,2,1100.0,2.0,2.0,55.0,3,112
11341,0,2,935.0,2.0,0.0,78.0,2,112
11342,1,2,1200.0,2.0,2.0,60.0,0,109
11343,1,5,2400.0,5.0,1.0,408.0,2,90
11344,1,2,1000.0,2.0,1.0,45.0,3,112
11345,1,2,1000.0,2.0,0.0,52.0,0,103
11346,1,3,1705.0,3.0,2.0,85.0,3,109
11347,1,3,1060.0,2.0,2.0,58.3,0,102
11349,0,3,1347.0,2.0,2.0,55.0,3,112
11350,1,8,1200.0,8.0,3.0,250.0,2,112
11351,0,2,1402.0,2.0,2.0,95.0,3,104
11352,0,3,2280.0,4.0,2.0,125.0,3,108
11353,1,2,1225.0,2.0,2.0,71.05,3,112
11354,1,2,1080.0,2.0,1.0,53.0,3,0
11356,1,3,1919.0,3.0,0.0,300.0,3,112
11357,1,2,1100.0,2.0,2.0,42.6,0,16
11358,1,4,2500.0,4.0,3.0,225.0,3,95
11359,0,2,1200.0,2.0,2.0,78.0,3,14
11361,0,2,1200.0,3.0,0.0,78.0,2,112
11362,1,3,1581.0,3.0,3.0,76.0,3,72
11363,0,4,2882.0,5.0,1.0,200.0,3,108
11364,1,5,1440.0,5.0,2.0,97.0,2,98
11365,1,3,2180.0,3.0,3.0,273.0,3,112
11367,1,2,985.0,2.0,1.0,38.92,3,112
11368,1,2,950.0,2.0,2.0,35.0,0,94
11369,1,2,1339.0,2.0,2.0,55.0,3,112
11370,1,3,1449.0,3.0,1.0,72.0,3,112
11371,1,4,1200.0,4.0,2.0,180.0,2,112
11372,0,2,1100.0,2.0,2.0,38.68,3,112
11373,1,2,1003.5,2.0,0.0,28.095,3,112
11374,1,3,2700.0,3.0,2.0,200.0,0,112
11375,1,2,1100.0,2.0,3.0,55.0,3,112
11376,0,2,1140.0,2.0,1.0,32.92,0,32
11377,1,3,3009.0,3.0,2.0,330.0,2,94
11378,1,8,3300.0,8.0,3.0,310.0,3,112
11379,1,2,800.0,1.0,2.0,30.0,0,26
11380,1,5,2000.0,4.0,0.0,65.0,0,112
11381,1,4,1200.0,4.0,1.0,190.0,2,112
11382,1,2,1300.0,2.0,3.0,95.0,0,112
11383,1,2,1220.0,2.0,2.0,60.0,3,65
11384,1,3,2289.0,3.0,2.0,178.0,3,95
11385,0,2,1170.0,2.0,1.0,56.0,3,108
11386,1,2,1350.0,2.0,2.0,89.5,3,112
11388,1,3,1698.0,3.0,2.0,125.0,0,100
11389,0,4,2187.5,4.0,0.0,105.0,3,33
11390,1,2,1060.0,2.0,1.0,58.5,3,5
11391,1,2,1185.0,2.0,2.0,75.0,3,96
11392,0,3,2051.0,3.0,1.0,180.0,3,85
11393,1,2,1404.0,2.0,1.0,72.0,3,107
11394,1,2,1252.0,2.0,1.0,67.0,3,33
11395,0,3,1885.0,3.0,1.0,125.0,3,14
11396,1,6,3381.0,6.0,3.0,225.0,0,112
11397,1,2,980.0,2.0,2.0,42.0,3,49
11398,1,3,2500.0,3.0,3.0,340.0,3,90
11399,0,3,1420.0,3.0,1.0,66.0,3,13
11401,1,3,2312.0,3.0,2.0,156.0,0,112
11403,1,2,1175.0,2.0,1.0,70.0,0,112
11404,1,2,1145.0,2.0,2.0,51.0,3,112
11405,1,2,970.0,2.0,1.0,52.5,0,18
11407,0,3,1639.5,3.0,0.0,92.63,3,108
11409,1,3,2150.0,3.0,3.0,240.0,0,112
11410,0,3,1635.0,3.0,1.0,57.0,3,91
11411,1,3,3425.0,3.0,1.0,320.0,0,41
11412,0,4,2950.0,4.0,3.0,253.0,0,46
11414,1,3,1335.0,2.0,2.0,73.43,3,112
11415,1,4,4450.0,6.0,0.0,449.0,3,42
11416,1,2,1166.0,2.0,1.0,64.08,3,111
11417,1,3,2390.0,3.0,1.0,372.0,3,90
11418,1,3,1460.0,2.0,1.0,90.0,3,112
11419,1,3,1690.0,3.0,3.0,50.0,3,112
11420,1,4,1386.0,3.0,2.0,93.0,2,112
11421,1,2,1090.0,2.0,2.0,32.0,3,112
11423,1,2,1390.0,2.0,1.0,72.0,3,108
11424,1,2,1095.0,2.0,1.0,85.41,0,112
11425,0,1,416.0,1.0,1.0,17.19,3,67
11426,1,3,2400.0,2.0,3.0,50.0,3,112
11427,1,3,1350.0,2.0,3.0,85.0,0,109
11428,1,3,1453.0,2.0,2.0,73.0,0,14
11429,1,2,1226.0,2.0,1.0,65.0,3,100
11430,1,4,784.0,2.0,2.0,165.0,2,112
11431,1,3,1168.0,2.0,1.0,68.0,3,44
11432,0,3,1776.0,3.0,2.0,124.0,3,112
11433,1,3,1634.0,3.0,2.0,68.0,0,108
11434,1,2,860.0,2.0,0.0,56.0,2,49
11435,1,3,2800.0,3.0,1.0,400.0,2,112
11436,1,3,1650.0,3.0,2.0,95.0,3,112
11437,1,2,1190.0,2.0,1.0,70.0,3,108
11438,0,2,1133.0,2.0,1.0,33.99,3,55
11439,1,3,1559.0,3.0,2.0,62.0,3,112
11440,1,3,1448.0,4.0,0.0,118.0,2,112
11442,1,2,976.0,2.0,1.0,50.0,3,69
11443,1,4,1350.0,4.0,3.0,240.0,2,112
11444,1,3,1590.0,2.0,2.0,54.0,3,109
11445,0,4,2940.0,6.0,2.0,201.0,3,112
11446,1,3,1633.0,3.0,2.0,110.0,0,109
11447,0,2,1151.0,2.0,2.0,46.0,3,91
11448,1,3,1400.0,2.0,2.0,42.0,3,112
11449,0,2,1037.0,2.0,1.0,36.0,3,103
11450,1,2,1188.0,2.0,1.0,36.0,3,100
11451,1,2,1060.0,2.0,1.0,52.0,3,112
11452,1,3,2215.0,4.0,2.0,162.0,3,101
11453,1,2,1255.0,2.0,2.0,54.5,3,45
11454,1,3,2500.0,2.0,1.0,300.0,2,112
11456,0,4,2569.0,5.0,3.0,180.0,3,41
11457,0,2,900.0,2.0,1.0,27.0,3,112
11458,0,2,1183.0,2.0,1.0,79.54,3,74
11459,1,2,1100.0,2.0,2.0,44.0,3,39
11460,1,3,1643.0,2.0,2.0,70.0,3,112
11461,1,3,1500.0,2.0,2.0,120.0,3,112
11462,1,2,1291.0,2.0,1.0,75.0,3,56
11463,0,3,1150.0,3.0,2.0,80.0,2,45
11464,1,2,1060.0,2.0,1.0,55.0,3,32
11466,1,5,1200.0,4.0,1.0,160.0,2,112
11467,1,4,1700.0,3.0,2.0,55.0,0,112
11468,1,2,1236.0,2.0,1.0,58.0,3,78
11469,1,3,1350.0,2.0,2.0,39.0,0,92
11473,0,2,1200.0,2.0,1.0,34.66,0,32
11474,1,4,1200.0,4.0,1.0,75.0,2,53
11475,1,2,1225.0,2.0,2.0,56.0,0,41
11476,0,2,1056.0,2.0,1.0,75.0,3,100
11477,0,3,1240.0,2.0,2.0,42.85,3,3
11478,0,3,1200.0,3.0,2.0,74.52,3,13
11479,0,3,1850.0,3.0,2.0,110.0,3,74
11480,1,4,3150.0,4.0,3.0,180.0,3,112
11481,1,1,1200.0,1.0,0.0,39.82,0,112
11482,1,4,1018.0,4.0,1.0,150.0,2,112
11483,1,5,3520.0,6.0,1.0,460.0,0,112
11485,1,2,918.0,2.0,2.0,56.0,3,58
11486,1,3,1330.0,2.0,2.0,68.0,3,112
11487,1,3,1540.0,2.0,3.0,70.0,0,112
11488,1,2,1200.0,2.0,2.0,80.0,3,77
11489,0,2,927.0,2.0,2.0,37.0,3,112
11490,0,4,2585.5,4.0,0.0,115.0,0,94
11491,1,3,1400.0,2.0,2.0,78.0,3,25
11493,1,4,1900.0,3.0,1.0,400.0,0,112
11494,1,2,1510.0,2.0,3.0,80.0,3,2
11495,1,2,302.0,2.0,1.0,25.0,3,79
11497,0,3,1500.0,3.0,1.0,61.52,2,112
11498,0,1,827.5,1.0,0.0,42.535,3,109
11499,1,3,1100.0,2.0,2.0,72.0,3,105
11500,1,3,1200.0,3.0,1.0,68.0,0,112
11502,0,4,2282.0,4.0,0.0,115.0,1,49
11503,1,2,760.0,2.0,1.0,37.49,0,112
11504,1,3,2172.0,3.0,0.0,100.0,2,94
11506,1,4,600.0,2.0,1.0,72.0,2,75
11507,1,3,3300.0,3.0,2.0,165.0,3,2
11508,0,3,1242.0,3.0,1.0,51.0,3,112
11509,1,1,410.0,1.0,1.0,48.0,2,112
11510,1,3,1245.0,2.0,2.0,43.58,3,103
11511,1,2,1088.0,2.0,2.0,44.0,0,60
11512,1,2,1200.0,2.0,0.0,46.0,0,93
11513,1,3,1995.0,3.0,1.0,100.0,2,98
11514,1,2,1309.0,2.0,1.0,82.0,3,40
11515,1,3,1717.0,3.0,2.0,200.0,3,112
11516,1,3,2100.0,3.0,2.0,200.0,3,1
11517,1,2,880.0,1.0,0.0,90.0,2,112
11518,1,6,1200.0,6.0,1.0,95.0,2,112
11519,0,3,1250.0,3.0,2.0,42.0,3,112
11521,1,2,1041.0,2.0,2.0,54.0,3,0
11522,1,3,1505.0,2.0,2.0,60.0,3,95
11523,0,3,1776.0,3.0,2.0,150.0,3,112
11524,1,3,1767.0,3.0,2.0,89.0,3,17
11526,1,2,1320.0,2.0,1.0,50.0,3,67
11527,1,2,1280.0,2.0,2.0,68.48,0,112
11528,0,2,1245.0,2.0,1.0,83.05,3,100
11529,1,2,1027.0,1.0,2.0,44.0,3,40
11531,0,3,1100.0,3.0,2.0,58.0,3,65
11532,1,3,1065.0,3.0,1.0,72.0,2,112
11533,0,3,1814.0,3.0,1.0,129.0,3,112
11534,1,3,1610.0,2.0,1.0,112.0,3,91
11535,1,1,850.0,1.0,1.0,78.0,0,75
11536,0,3,1600.0,3.0,3.0,79.0,3,66
11537,1,3,3200.0,4.0,2.0,140.0,3,112
11538,1,3,1250.0,2.0,1.0,77.13,0,112
11541,1,3,1475.0,3.0,3.0,75.0,3,112
11542,1,2,1353.0,2.0,3.0,75.0,3,32
11543,1,4,2100.0,3.0,0.0,210.0,1,112
11544,0,3,1750.0,3.0,2.0,58.0,3,34
11545,1,4,4800.0,4.0,3.0,550.0,2,108
11546,1,2,1270.0,2.0,1.0,96.0,0,93
11547,1,4,2700.0,3.0,0.0,75.0,0,112
11548,1,4,1200.0,4.0,2.0,270.0,2,2
11549,0,4,2695.0,4.0,3.0,188.0,0,100
11550,1,3,1330.0,3.0,2.0,65.0,3,112
11551,1,2,660.0,1.0,0.0,18.0,0,32
11552,1,2,1400.0,2.0,3.0,90.0,3,11
11553,1,4,4000.0,5.0,1.0,195.0,0,38
11554,1,3,1700.0,3.0,2.0,75.0,3,65
11555,1,2,1585.0,2.0,2.0,90.0,0,66
11556,1,3,1385.0,3.0,3.0,67.0,3,72
11557,0,2,1128.0,2.0,1.0,67.0,3,32
11560,1,2,1203.0,2.0,2.0,60.0,3,39
11561,1,2,905.0,2.0,1.0,35.0,3,112
11562,0,3,1450.0,3.0,2.0,79.0,3,46
11563,1,2,1105.0,2.0,3.0,38.0,3,104
11564,0,2,1200.0,2.0,1.0,46.13,2,27
11565,1,3,1530.0,2.0,3.0,89.0,3,57
11566,1,2,1105.0,2.0,1.0,35.4,3,108
11567,0,2,1333.0,2.0,1.0,78.56,3,112
11568,0,2,1065.0,2.0,2.0,45.0,0,112
11571,0,3,1530.0,3.0,2.0,76.34,3,84
11572,1,2,1200.0,2.0,1.0,65.0,2,112
11573,1,2,1270.0,2.0,1.0,94.0,3,108
11574,1,3,1830.0,3.0,3.0,89.0,3,17
11575,1,2,900.0,2.0,3.0,35.0,3,26
11576,1,4,2400.0,2.0,2.0,250.0,2,10
11577,1,6,7000.0,6.0,2.0,560.0,2,112
11578,1,3,1450.0,2.0,2.0,78.0,3,14
11579,1,3,1525.0,3.0,3.0,65.0,3,112
11580,1,2,1080.0,2.0,1.0,67.0,0,112
11581,1,2,1220.0,2.0,2.0,72.0,0,112
11583,1,2,1355.0,2.0,0.0,73.17,3,20
11584,1,3,2400.0,3.0,0.0,348.0,2,87
11585,1,2,1500.0,2.0,2.0,60.0,3,112
11586,1,2,1355.0,2.0,2.0,95.0,0,70
11587,0,2,1070.0,2.0,1.0,57.0,0,32
11588,1,3,1980.0,4.0,1.0,180.0,3,25
11589,1,2,842.0,2.0,2.0,30.0,3,21
11590,1,1,700.0,1.0,1.0,31.2,3,14
11592,1,3,1884.0,3.0,2.0,95.0,0,112
11593,1,2,1100.0,2.0,2.0,75.0,0,112
11597,1,2,1185.0,2.0,2.0,43.5,3,100
11598,1,3,2145.0,3.0,2.0,170.0,3,104
11599,1,2,1220.0,2.0,1.0,89.0,3,108
11601,1,2,1192.0,2.0,3.0,75.0,3,112
11602,1,3,1449.0,3.0,2.0,110.0,3,80
11603,1,3,2500.0,3.0,1.0,250.0,2,112
11604,1,3,1700.0,3.0,2.0,90.0,0,32
11605,0,3,1920.0,3.0,2.0,150.0,3,42
11606,1,2,1350.0,2.0,0.0,90.0,2,112
11607,1,4,4800.0,5.0,2.0,350.0,2,112
11608,1,3,1700.0,3.0,2.0,74.0,0,112
11609,0,2,1447.0,3.0,2.0,76.0,3,47
11610,0,2,1329.0,2.0,1.0,107.0,3,65
11611,1,3,1314.0,2.0,2.0,70.44,0,95
11612,1,3,1200.0,3.0,2.0,110.0,2,112
11613,1,6,1214.0,3.0,0.0,220.0,2,15
11614,0,3,1513.0,3.0,1.0,103.0,3,50
11616,1,2,1246.0,2.0,1.0,67.5,3,107
11617,1,1,705.0,1.0,1.0,65.0,3,112
11618,1,2,1220.0,2.0,2.0,62.0,3,112
11619,1,3,1800.0,2.0,1.0,45.0,3,110
11620,1,3,1400.0,3.0,2.0,75.0,3,112
11621,1,2,1245.0,2.0,2.0,80.0,3,66
11622,1,3,1495.0,2.0,1.0,63.0,3,112
11623,1,3,2000.0,2.0,2.0,275.0,2,112
11624,1,2,996.0,2.0,2.0,36.5,0,112
11625,1,2,1000.0,2.0,1.0,44.0,0,110
11626,1,2,1250.0,2.0,3.0,75.0,0,112
11628,1,3,1261.0,2.0,1.0,80.0,3,100
11629,1,2,1080.0,2.0,2.0,46.0,0,34
11630,1,2,1230.0,2.0,1.0,50.0,3,112
11631,0,2,982.0,2.0,2.0,25.53,3,63
11632,0,3,1260.0,3.0,1.0,49.36,3,21
11633,1,3,1590.0,2.0,2.0,135.0,3,39
11634,1,2,1220.0,2.0,2.0,39.0,3,48
11635,0,3,1320.0,2.0,1.0,38.12,3,33
11636,1,3,1750.0,3.0,2.0,105.0,3,37
11637,1,3,1436.0,2.0,3.0,62.15,3,108
11638,0,3,1200.0,2.0,0.0,66.0,2,98
11640,1,3,1560.0,3.0,2.0,90.0,3,104
11641,0,3,3758.0,3.0,1.0,300.0,3,108
11642,1,2,1275.0,2.0,2.0,59.0,3,112
11643,1,2,1040.0,2.0,2.0,36.4,3,112
11644,1,3,2400.0,3.0,2.0,115.0,3,17
11645,1,6,1500.0,9.0,3.0,230.0,2,112
11646,0,4,3150.0,5.0,1.0,212.0,2,112
11647,1,3,1960.0,3.0,2.0,165.0,3,112
11648,1,4,3200.0,5.0,3.0,309.0,3,55
11650,1,2,1195.0,2.0,0.0,53.105,3,109
11651,1,5,4500.0,5.0,2.0,145.0,3,51
11652,1,3,450.0,3.0,1.0,70.0,2,112
11653,0,4,4304.0,4.0,2.0,699.0,2,112
11654,0,1,648.0,1.0,1.0,40.0,3,112
11655,1,3,2100.0,3.0,2.0,130.0,3,95
11656,0,4,4209.0,4.0,2.0,602.0,3,112
11657,1,2,1027.0,2.0,1.0,44.0,3,73
11658,1,4,1575.0,4.0,3.0,250.0,2,108
11659,0,3,1365.0,3.0,1.0,52.82,3,21
11660,1,1,650.0,1.0,1.0,18.0,3,110
11661,0,3,1200.0,2.0,1.0,52.0,2,26
11662,1,2,1100.0,2.0,3.0,90.0,3,112
11663,1,3,1075.0,2.0,1.0,57.0,0,1
11664,1,2,1100.0,2.0,1.0,63.0,3,13
11665,1,3,1320.0,2.0,1.0,58.0,3,112
11666,1,3,1500.0,3.0,2.0,65.0,3,63
11667,1,4,1200.0,5.0,1.0,150.0,2,112
11668,1,4,1125.0,3.0,2.0,126.0,2,112
11670,0,3,1718.0,3.0,2.0,90.2,3,18
11671,1,3,1075.0,2.0,1.0,32.0,3,19
11672,0,3,1480.0,3.0,1.0,75.48,3,112
11673,1,1,500.0,1.0,1.0,13.0,3,112
11674,1,5,2400.0,4.0,1.0,325.0,2,112
11675,0,4,1200.0,4.0,2.0,125.0,2,112
11676,1,2,1041.0,2.0,1.0,36.44,3,65
11677,1,2,1128.0,2.0,2.0,48.4,3,112
11678,1,3,1685.0,3.0,1.0,90.0,3,52
11679,1,2,1180.0,2.0,2.0,65.0,3,112
11680,1,2,1200.0,2.0,1.0,60.0,0,112
11681,0,3,1250.0,3.0,2.0,39.5,3,112
11683,1,2,1000.0,2.0,1.0,45.0,0,112
11684,1,2,600.0,2.0,2.0,80.0,0,110
11685,1,4,600.0,3.0,2.0,82.0,2,112
11686,1,2,1404.0,2.0,1.0,70.0,3,107
11688,0,2,1760.0,2.0,1.0,85.0,3,104
11689,1,2,975.0,2.0,1.0,55.0,3,112
11690,1,2,1190.0,2.0,2.0,42.0,0,112
11691,1,2,1110.0,2.0,1.0,46.0,0,73
11692,1,3,2415.0,3.0,2.0,399.0,3,90
11693,0,2,1235.0,2.0,2.0,44.5,3,112
11694,1,2,1275.0,2.0,3.0,55.0,3,112
11695,1,2,1115.0,2.0,1.0,115.0,0,112
11696,1,2,1197.0,2.0,1.0,76.0,3,41
11697,0,1,644.0,1.0,1.0,32.0,3,16
